,Release_Date,Title,Overview,Popularity,Original_Language,Poster_Url,id,imdb_id,original_title,belongs_to_collection,Genre,tagline,cast,keywords,crew
3312,2004-06-17,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",31.973,en,https://image.tmdb.org/t/p/original/vRYbjHs129MARMq1VDbnk9Jboen.jpg,594.0,tt0362227,The Terminal,[],"Comedy, Drama",Life is waiting.,"['Tom Hanks', 'Catherine Zeta-Jones', 'Stanley Tucci', 'Chi McBride', 'Diego Luna']","['new york', 'airport', 'marriage proposal', 'translation', 'craftsman', 'stewardess', 'illegal immigration', 'language barrier', 'jfk international airport', 'immigration law', 'fast food restaurant', 'security camera', 'jazz musician', 'saxophonist', 'autograph', 'passport', 'eastern europe', 'friendship']",['Steven Spielberg']
3313,1986-12-20,Dragon Ball: Curse of the Blood Rubies,The great King Gurumes is searching for the Dragon Balls in order to put a stop to his endless hunger. A young girl named Pansy who lives in the nearby village has had enough of the treachery and decides to seek Muten Rōshi for assistance. Can our heroes save the village and put a stop to the Gurumes Army?,31.967,ja,https://image.tmdb.org/t/p/original/dZCWRFJnwyxYOhzAhf7Xyru4moB.jpg,39144.0,tt0142251,Doragon Bōru: Shenron no Densetsu,[],"Action, Animation, Adventure, Comedy, Fantasy, Science Fiction",,"['Tomiko Suzuki', 'Hiromi Tsuru', 'Masako Nozawa', 'Naoko Watanabe', 'Naoki Tatsuta']","['anime', 'dragon ball,']",['Daisuke Nishio']
3314,2003-12-24,Cheaper by the Dozen,"The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.",31.966,en,https://image.tmdb.org/t/p/original/afclGGoQslTYFTnyW1LRMtJMiBp.jpg,11007.0,tt0349205,Cheaper by the Dozen,[],"Comedy, Family",Growing pains? They've got twelve of them!,"['Steve Martin', 'Bonnie Hunt', 'Piper Perabo', 'Tom Welling', 'Hilary Duff']","['big family', 'new job', 'aspiring actor', 'smart kid']",['Shawn Levy']
3316,2013-03-07,Vehicle 19,"A parolee becomes the target of a massive police manhunt after inadvertently picking up a rental car with a female whistleblower tied up in the trunk. Now, as the police attempt to silence the woman before she can testify about the city's rampant corruption, the ex-con who just regained his freedom must defend her life, and clear his own name.",31.944,en,https://image.tmdb.org/t/p/original/vRZobS1s3ojOpLFUbFVb2k1qDQI.jpg,180948.0,tt1911662,Vehicle 19,[],"Thriller, Action",Wrong place. Wrong time. Wrong car.,"['Paul Walker', 'Naima McLean', 'Gys de Villiers', 'Leyla Haidarian', 'Tshepo Maseko']","['mistaken identity', 'dirty cop', 'car chase']",['Mukunda Michael Dewil']
3317,2002-02-05,City of God,"Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...",31.944,pt,https://image.tmdb.org/t/p/original/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,598.0,tt0317248,Cidade de Deus,[],"Drama, Crime","If you run you're dead... if you stay, you're dead again. Period.","['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen']","['male nudity', 'street gang', 'brazilian', 'photographer', '1970s', 'puberty', 'ghetto', 'gang war', 'coming of age', 'woman director', '1980s']",['Fernando Meirelles']
3319,2011-09-09,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",31.926,en,https://image.tmdb.org/t/p/original/mCpYsKQNOtaBYJWCRYYuFmLsB6X.jpg,65057.0,tt1033575,The Descendants,[],"Comedy, Drama",The South Pacific ain't that terrific.,"['George Clooney', 'Shailene Woodley', 'Amara Miller', 'Nick Krause', 'Robert Forster']","['hawaii', 'father-in-law', 'daughter', 'cheating wife', 'beach house', 'boating accident', 'estate', 'dying mother', 'beautiful girl', 'teenage daughter', 'trustee', 'trust fund', 'wild girl', 'wild child', 'realtor']",['Alexander Payne']
3320,1984-03-09,Children of the Corn,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.,31.901,en,https://image.tmdb.org/t/p/original/jJTrFHu3rjAgP1lryKGEsC9hqyM.jpg,10823.0,tt0087050,Children of the Corn,[],"Horror, Thriller",In their world adults are not allowed... to live.,"['Peter Horton', 'Linda Hamilton', 'R. G. Armstrong', 'John Franklin', 'Courtney Gains']","['small town', 'sacrifice', 'children gang', 'human sacrifice', 'paganism', 'evil preacher', 'preacher', 'cornfield', 'religious cult', 'killer child', 'stephen king']",['Fritz Kiersch']
3322,2008-10-11,High School Musical 3: Senior Year,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor — and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. Will their final show break them apart or bring them together for the greatest moment in Wildcat history?",31.89,en,https://image.tmdb.org/t/p/original/cKWIxQh2dMUgjsxJenrf7A81D95.jpg,11887.0,tt0962726,High School Musical 3: Senior Year,[],"Comedy, Romance, Drama, Family, Music",,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel', 'Corbin Bleu']","['musical', 'music', 'high school', 'coming of age', 'teenager', 'high school student', 'duringcreditsstinger']",['Kenny Ortega']
3324,2016-06-18,Sadako vs. Kayako,"A girl, Yūri Kurahashi, after watching a cursed videotape together with her friend in a haunted house, becomes trapped in a conflict between the two murderous ghosts: Sadako Yamamura and Kayako Saeki",31.884,ja,https://image.tmdb.org/t/p/original/bRNL8q6utwEc2Vog5GwTFgm5NEQ.jpg,382602.0,tt5309954,Sadako vs. Kayako,[],Horror,Who will win this curse!?,"['Mizuki Yamamoto', 'Tina Tamashiro', 'Masahiro Komoto', 'Aimi Satsukawa', 'Masanobu Ando']","['haunted house', 'murder', 'haunting', 'curse', 'franchise', 'haunt', 'ringu', 'kayako', 'sadako', 'the ring', 'the grudge']",['Kôji Shiraishi']
3325,2008-03-27,21,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",31.866,en,https://image.tmdb.org/t/p/original/efG8Po57alqSlhqHU1lXJ3duG6t.jpg,8065.0,tt0478087,21,[],"Drama, Crime",They proved the Vegas Blackjack System was beatable...by beating the hell out of it.,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth', 'Aaron Yoo', 'Liza Lapira']","['gambling', 'card game', 'professor', 'harvard university', 'cohabitant', 'college', 'girlfriend', 'studies', 'dormitory', 'friendship', 'blackjack']",['Robert Luketic']
3326,2010-01-11,The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",31.863,en,https://image.tmdb.org/t/p/original/1H1y9ZiqNFaLgQiRDDZLA55PviW.jpg,20504.0,tt1037705,The Book of Eli,[],"Action, Thriller, Science Fiction",Some will kill to have it. He will kill to protect it.,"['Denzel Washington', 'Gary Oldman', 'Mila Kunis', 'Ray Stevenson', 'Jennifer Beals']","['book', 'post-apocalyptic', 'dystopia', 'faith', 'blind']",['Albert Hughes']
3328,1992-05-22,Alien³,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",31.822,en,https://image.tmdb.org/t/p/original/hlabk6APJUeihZDaSD9N6iI0f4g.jpg,8077.0,tt0103644,Alien³,[],"Science Fiction, Action, Horror",The bitch is back.,"['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Pete Postlethwaite', 'Ralph Brown']","['prison', 'android', 'spacecraft', 'space marine', 'imprisonment', 'space colony', 'space travel', 'rottweiler', 'dystopia', 'sequel', 'alien', 'redemption', 'outer space', 'planet', 'shaved head', 'crash landing', 'impregnation', 'penal colony', 'furnace', 'suspended animation', 'xenomorph']",['David Fincher']
3329,2016-01-15,Barbie: Spy Squad,"Barbie and her best friends Teresa and Renee transform from hard-working gymnasts to undercover secret agents. When their amazing gymnastics skills catch the eye of a top-secret spy agency, the girls are soon following clues to a gem-stealing cat burglar, using high-tech gadgets, glam disguises and cute robo-pets to save the day.",31.814,en,https://image.tmdb.org/t/p/original/uxdvJHE5V844dTlK2EmqRQCTYDb.jpg,377897.0,tt5042436,Barbie: Spy Squad,[],"Action, Animation, Family",,"['Erica Lindbeck', 'Stephanie Sheh', 'Jenny Pellicer', 'Alyssya Swales', 'Brittney Irvin']","['spy', 'gymnastics', 'sister sister relationship', 'barbie', 'friendship', 'stealing', 'animation', 'high tech', '3d']",['Conrad Helten']
3330,1992-09-02,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",31.811,en,https://image.tmdb.org/t/p/original/lsBnfheKZBO3UKU7lVHIeGZLWuF.jpg,500.0,tt0105236,Reservoir Dogs,[],"Crime, Thriller",Every dog has his day.,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi']","['traitor', 'jewelry', 'psychopath', 'thief', 'heist', 'betrayal', 'mystery', 'escape', 'gang', 'plan gone wrong', 'warehouse', 'ensemble cast', 'all male cast', 'told in flashback', 'heist gone wrong', 'foreshadowing', 'rendezvous', 'iconic', 'set in one room', 'uneasy alliance', 'rag tag group']",['Quentin Tarantino']
3333,1973-12-01,Fantastic Planet,"On the planet Ygam, the Draags, extremely technologically and spiritually advanced blue humanoids, consider the tiny Oms, human beings descendants of Terra's inhabitants, as ignorant animals. Those who live in slavery are treated as simple pets and used to entertain Draag children; those who live hidden in the hostile wilderness of the planet are periodically hunted and ruthlessly slaughtered as if they were vermin.",31.79,fr,https://image.tmdb.org/t/p/original/prq0j1S0K07UjwLZLF6oMGflRUI.jpg,16306.0,tt0070544,La planète sauvage,[],"Animation, Science Fiction",A Sublime Trip to a Fine New World,"['Jennifer Drake', 'Eric Baugin', 'Jean Topart', 'Jean Valmont', 'Sylvie Lenoir']","['slavery', 'dystopia', 'space', 'alien', 'animation', 'adult animation', 'strange science', 'human subjugation']",['René Laloux']
3334,2019-09-22,Fractured,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",31.786,en,https://image.tmdb.org/t/p/original/paZNRffT3kUckuRFKbeDBuX1YcZ.jpg,334742.0,tt2375844,Fractured,[],Thriller,,"['Eric Roberts', 'Jake Busey', 'Shena Adl', 'Athena Isabel Lebessis']",[],['Lance Kawas']
3336,2016-12-09,Spectral,A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,31.781,en,https://image.tmdb.org/t/p/original/fYtIWhTDgPTcutD24f53Dcc7BAE.jpg,324670.0,tt2106651,Spectral,[],"Science Fiction, Thriller, Action",,"['James Badge Dale', 'Clayne Crawford', 'Max Martini', 'Emily Mortimer', 'Ryan Robbins']","['supernatural', 'military']",['Nic Mathieu']
3337,2008-05-29,The Strangers,"After returning from a wedding reception, a couple staying in an isolated vacation house receive a knock on the door in the mid-hours of the night. What ensues is a violent invasion by three strangers, their faces hidden behind masks. The couple find themselves in a violent struggle, in which they go beyond what either of them thought capable in order to survive.",31.773,en,https://image.tmdb.org/t/p/original/9zsA2xafNMA8BQmpQLdppLIGYAE.jpg,10665.0,tt0482606,The Strangers,[],"Thriller, Horror, Mystery",Lock the door. Pretend you're safe.,"['Liv Tyler', 'Scott Speedman', 'Alex Fisher', 'Peter Clayton-Luce', 'Gemma Ward']","['mask', 'victim of murder', 'murder', 'bag over head', 'slasher', 'psychological thriller', 'home invasion', 'very little dialogue']",['Bryan Bertino']
3339,2011-02-25,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",31.754,en,https://image.tmdb.org/t/p/original/HqwUkeLOm6PUvcMntKvN0iSNR.jpg,48988.0,tt0480687,Hall Pass,[],"Comedy, Romance","One Week, No Rules","['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer', 'Christina Applegate', 'Nicky Whelan']","['wife husband relationship', 'daydream', 'marriage', 'freedom', 'friends']",['Bobby Farrelly']
3340,2005-04-01,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",31.752,en,https://image.tmdb.org/t/p/original/i66G50wATMmPrvpP95f0XP6ZdVS.jpg,187.0,tt0401792,Sin City,[],"Thriller, Action, Crime",Walk down the right back alley in Sin City and you can find anything...,"['Jessica Alba', 'Devon Aoki', 'Clive Owen', 'Rosario Dawson', 'Mickey Rourke']","['dystopia', 'based on comic', 'held captive', 'based on graphic novel', 'black and white and color', 'black and white scene', 'black and white to color', 'mysterious killer', 'doing the right thing', 'mercedes', 'silhouette', 'neo-noir']",['Robert Rodriguez']
3342,1997-06-05,Con Air,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",31.714,en,https://image.tmdb.org/t/p/original/xPvDtJcD9MYF15QBjIfrxlcddgV.jpg,1701.0,tt0118880,Con Air,[],"Action, Thriller, Crime",They were deadly on the ground; Now they have wings,"['Nicolas Cage', 'John Cusack', 'John Malkovich', 'Ving Rhames', 'Nick Chinlund']","['prison', 'ambush', 'helicopter', 'airport', 'gas station', 'undercover', 'mexican standoff', 'bravery', 'hijacking', 'escape', 'shootout', 'u.s. marshal', 'las vegas', 'explosion', 'brutality', 'violence', 'convict', 'desert', 'war hero', 'dea agent', 'motorcycle chase']",['Simon West']
